Date, Price, Source 
	2017-12-27T19:25:00+00:00, 15197.2838, https://api.coindesk.com/v1/bpi/currentprice.json 
	Date, Price, Source 
	2017-12-27T19:25:00+00:00, 15197.2838, https://api.coindesk.com/v1/bpi/currentprice.json 
	
